코드,평수,전용면적(㎡),층,건축년도,predicted,predicted price
1135010600,15,48.51,4,1992,"   deposit          building        road           dong
0  11500.0                선화  중계로16다길 23  서울특별시 노원구 중계동
1  10000.0         부강그린빌라트C동   중계로16길 64  서울특별시 노원구 중계동
2  10000.0         부강그린빌라트C동   중계로16길 64  서울특별시 노원구 중계동
3   9100.0  신성빌리지1차(신성빌리지B동)  중계로14마길 18  서울특별시 노원구 중계동
4   9000.0       도암빌라(75-15)  중계로14마길 19  서울특별시 노원구 중계동",10310
1135010600,11,37.96,3,2017,"   deposit building        road           dong
0  18000.0   에이원빌리지   덕릉로87길 15  서울특별시 노원구 중계동
1  10000.0       정원  중계로16다길 33  서울특별시 노원구 중계동
2  18000.0  Villa M   중계로16다길 7  서울특별시 노원구 중계동
3  18000.0  Villa M   중계로16다길 7  서울특별시 노원구 중계동
4  20000.0    정우파크빌  중계로16다길 42  서울특별시 노원구 중계동",17864
1135010600,12,39.37,4,2019,"   deposit building        road           dong
0  18000.0  Villa M   중계로16다길 7  서울특별시 노원구 중계동
1  16800.0   에이원빌리지   덕릉로87길 15  서울특별시 노원구 중계동
2  17500.0   에이원빌리지   덕릉로87길 15  서울특별시 노원구 중계동
3  18000.0   에이원빌리지   덕릉로87길 15  서울특별시 노원구 중계동
4  17000.0    샬롬하우스  중계로14바길 25  서울특별시 노원구 중계동",19738.35
1135010400,5,16.1,2,2012,"   deposit  building        road           dong
0   8000.0       레드원  공릉로59가길 22  서울특별시 노원구 하계동
1  13000.0  (170-45)  공릉로 324-10  서울특별시 노원구 하계동
2   7500.0       레드원  공릉로59가길 22  서울특별시 노원구 하계동
3   8000.0       레드원  공릉로59가길 22  서울특별시 노원구 하계동
4   8000.0       레드원  공릉로59가길 22  서울특별시 노원구 하계동",8087.406746
1135010200,15,49.78,4,2013,"   deposit building        road           dong
0  34000.0  시원하림스위트   광운로17길 13  서울특별시 노원구 월계동
1  34000.0  시원하림스위트   광운로17길 13  서울특별시 노원구 월계동
2  20000.0      아트빌   광운로19길 29  서울특별시 노원구 월계동
3  19000.0    삼일시티빌  광운로17길 5-7  서울특별시 노원구 월계동
4  19000.0    삼일시티빌  광운로17길 5-7  서울특별시 노원구 월계동",14154
1135010600,15,51.04,3,2002,"   deposit          building         road           dong
0  15000.0          투원베스트빌B동  덕릉로90길 13-1  서울특별시 노원구 중계동
1  14000.0             쉬즈빌2차    중계로16가길 5  서울특별시 노원구 중계동
2  15000.0             쉬즈빌2차    중계로16가길 5  서울특별시 노원구 중계동
3  17000.0           한백홈타운8차    중계로16길 52  서울특별시 노원구 중계동
4   9000.0  신성빌리지1차(신성빌리지B동)   중계로14마길 18  서울특별시 노원구 중계동",13469
1135010200,14,45.7,3,1996,"   deposit      building          road           dong
0  10000.0  현대빌라(472-31)       광운로 4-5  서울특별시 노원구 월계동
1  13000.0        두나빌라A동    광운로2가길 9-6  서울특별시 노원구 월계동
2  16000.0       임오하이츠빌라    광운로19가길 13  서울특별시 노원구 월계동
3   6000.0           하나빌  월계로44가길 51-7  서울특별시 노원구 월계동
4   6000.0           하나빌  월계로44가길 51-7  서울특별시 노원구 월계동",12245
1135010300,15,49.91,3,2002,"   deposit     building           road           dong
0  14000.0         서울빌라  동일로182길 37-11  서울특별시 노원구 공릉동
1   6500.0     (415-68)   공릉로39길 18-12  서울특별시 노원구 공릉동
2  15000.0  청화주택(404-9)       섬밭로 82-2  서울특별시 노원구 공릉동
3  14000.0           신성     동일로175길 30  서울특별시 노원구 공릉동
4  17000.0     (571-39)   동일로179길 36-6  서울특별시 노원구 공릉동",11400
1135010300,14,45.3,2,2003,"   deposit  building           road           dong
0   6000.0   (587-9)     동일로178길 49  서울특별시 노원구 공릉동
1  13000.0  (503-22)  동일로186길 53-24  서울특별시 노원구 공릉동
2  15000.0      서울빌라  동일로182길 37-11  서울특별시 노원구 공릉동
3  14000.0      두두빌라    동일로176길 5-4  서울특별시 노원구 공릉동
4  14000.0  (503-22)  동일로186길 53-24  서울특별시 노원구 공릉동",13195
1135010300,13,42.48,3,2002,"   deposit     building           road           dong
0  14000.0           신성     동일로175길 30  서울특별시 노원구 공릉동
1  15000.0  청화주택(404-9)       섬밭로 82-2  서울특별시 노원구 공릉동
2  14000.0         서울빌라  동일로182길 37-11  서울특별시 노원구 공릉동
3   6500.0     (415-68)   공릉로39길 18-12  서울특별시 노원구 공릉동
4  13000.0         진우주택  동일로173길 36-17  서울특별시 노원구 공릉동",10550
1135010500,19,61.56,1,1989,"   deposit building          road           dong
0  10000.0    신아빌리지   덕릉로126가길 16  서울특별시 노원구 상계동
1  10000.0     오성빌라  상계로10길 29-18  서울특별시 노원구 상계동
2  12500.0     오성빌라  상계로10길 29-18  서울특별시 노원구 상계동
3  11000.0     오성빌라  상계로10길 29-18  서울특별시 노원구 상계동
4  10000.0   진명그린빌라     상계로33길 17  서울특별시 노원구 상계동",10739.66667
1135010300,9,29.5,3,2003,"   deposit building           road           dong
0  13000.0     진우주택  동일로173길 36-17  서울특별시 노원구 공릉동
1   7000.0  (494-4)  동일로183길 12-14  서울특별시 노원구 공릉동
2   6000.0      CJ빌       노원로1라길 7  서울특별시 노원구 공릉동
3   8000.0     에이스빌  동일로176길 19-10  서울특별시 노원구 공릉동
4   5000.0  (587-9)     동일로178길 49  서울특별시 노원구 공릉동",11036
1135010300,6,21.12,3,2012,"   deposit  building           road           dong
0   6000.0     꽃피는마을    공릉로38길 12-6  서울특별시 노원구 공릉동
1   6000.0  (609-55)     동일로173길 36  서울특별시 노원구 공릉동
2   6000.0     비전하우스   동일로184길 57-7  서울특별시 노원구 공릉동
3   5500.0  공감대House  동일로178길 29-13  서울특별시 노원구 공릉동
4  15000.0      퍼스티안    공릉로34길 20-8  서울특별시 노원구 공릉동",7361
1135010500,11,36.59,3,2013,"   deposit   building           road           dong
0  13000.0   (349-15)    상계로7길 15-23  서울특별시 노원구 상계동
1  11000.0      소망아트빌  한글비석로44길 45-7  서울특별시 노원구 상계동
2  19000.0      스위트리아    동일로241가길 52  서울특별시 노원구 상계동
3  24500.0  피스플하우스 B동   노원로30길 46-13  서울특별시 노원구 상계동
4   9000.0      호연빌리지    동일로230나길 19  서울특별시 노원구 상계동",11863
1135010300,22,72.25,2,2005,"   deposit  building           road           dong
0   5500.0     마인드밸리     동일로190길 50  서울특별시 노원구 공릉동
1  14000.0  경희그린빌 B동  동일로173가길 39-3  서울특별시 노원구 공릉동
2  20000.0       그린빌   동일로173길 36-6  서울특별시 노원구 공릉동
3  19000.0      청솔빌라  동일로176길 11-40  서울특별시 노원구 공릉동
4  18000.0     현대빌라트   동일로180길 47-7  서울특별시 노원구 공릉동",7915
1135010300,11,38,5,2003,"   deposit       building           road           dong
0   8000.0        에덴빌리지C동   동일로176길 23-4  서울특별시 노원구 공릉동
1  12000.0          삼성쉐르빌      공릉로32길 15  서울특별시 노원구 공릉동
2   8000.0  건양월드빌(575-26)   동일로179길 17-5  서울특별시 노원구 공릉동
3  15000.0    주인맨션(366-3)  동일로196길 27-16  서울특별시 노원구 공릉동
4   8500.0  건양월드빌(575-26)   동일로179길 17-5  서울특별시 노원구 공릉동",10075
1135010300,16,54.3,2,2002,"   deposit  building           road           dong
0  15000.0      서울빌라  동일로182길 37-11  서울특별시 노원구 공릉동
1   6000.0   (587-9)     동일로178길 49  서울특별시 노원구 공릉동
2  18000.0     현대빌라트   동일로180길 47-7  서울특별시 노원구 공릉동
3  16000.0    동일아트맨션  동일로186길 36-24  서울특별시 노원구 공릉동
4  17000.0  (571-39)   동일로179길 36-6  서울특별시 노원구 공릉동",14495
1135010500,9,29.9,3,2014,"   deposit  building           road           dong
0  13000.0  (349-15)    상계로7길 15-23  서울특별시 노원구 상계동
1  11000.0     소망아트빌  한글비석로44길 45-7  서울특별시 노원구 상계동
2  19000.0     스위트리아    동일로241가길 52  서울특별시 노원구 상계동
3   8100.0       우리빌   노원로30길 58-17  서울특별시 노원구 상계동
4   7000.0   1118-25   동일로239가길 7-6  서울특별시 노원구 상계동",13051
1135010500,15,50.77,4,1998,"   deposit   building        road           dong
0   8000.0       호연빌라   상계로33길 46  서울특별시 노원구 상계동
1   5500.0  초록하이츠빌라C동  상계로35가길 27  서울특별시 노원구 상계동
2  10000.0       신흥빌라  상계로37가길 23  서울특별시 노원구 상계동
3   7000.0   홍진그린빌라8차   상계로35길 40  서울특별시 노원구 상계동
4   7000.0   홍진그린빌라8차   상계로35길 40  서울특별시 노원구 상계동",10030
1135010300,5,15.36,2,2013,"   deposit building          road           dong
0   9000.0     준하우스     공릉로32길 39  서울특별시 노원구 공릉동
1   8000.0     하나캐슬    동일로178길 26  서울특별시 노원구 공릉동
2   9000.0     하나캐슬    동일로178길 26  서울특별시 노원구 공릉동
3   8000.0     하나캐슬    동일로178길 26  서울특별시 노원구 공릉동
4   7300.0      위드빌  동일로186길 53-4  서울특별시 노원구 공릉동",8939.333333
1135010600,14,47.21,3,1995,"   deposit          building          road           dong
0   9000.0  신성빌리지1차(신성빌리지B동)    중계로14마길 18  서울특별시 노원구 중계동
1  15000.0         부강그린빌라트B동     중계로16길 60  서울특별시 노원구 중계동
2   9000.0     동신 다가구(90-26)  중계로14바길 34-1  서울특별시 노원구 중계동
3   9000.0     동신 다가구(90-26)  중계로14바길 34-1  서울특별시 노원구 중계동
4  10000.0                성산    중계로16나길 28  서울특별시 노원구 중계동",10385
1135010500,11,36.96,4,1993,"   deposit building          road           dong
0   6000.0     불암빌라    덕릉로126라길 8  서울특별시 노원구 상계동
1   6000.0     불암빌라    덕릉로126라길 8  서울특별시 노원구 상계동
2   5000.0     골드빌라   덕릉로126나길 48  서울특별시 노원구 상계동
3  12000.0  유성빌라 B동  한글비석로24가길 49  서울특별시 노원구 상계동
4   9000.0  보람빌라13차    덕릉로130길 29  서울특별시 노원구 상계동",7331
1135010400,34,112.04,1,1996,"   deposit  building          road           dong
0  50000.0      한신코아  노원로15길 51-10  서울특별시 노원구 하계동
1  53000.0      한신코아  노원로15길 51-10  서울특별시 노원구 하계동
2  48000.0      한신코아  노원로15길 51-37  서울특별시 노원구 하계동
3  48000.0      한신코아     노원로15길 52  서울특별시 노원구 하계동
4  32000.0  코오롱마들102     공릉로62길 40  서울특별시 노원구 하계동",40158.33333
1135010600,13,41.4,3,2003,"   deposit          building         road           dong
0  14000.0             쉬즈빌2차    중계로16가길 5  서울특별시 노원구 중계동
1  15000.0             쉬즈빌2차    중계로16가길 5  서울특별시 노원구 중계동
2  17000.0             승우홈타운  중계로16나길 5-6  서울특별시 노원구 중계동
3   9000.0  신성빌리지1차(신성빌리지B동)   중계로14마길 18  서울특별시 노원구 중계동
4  15000.0          투원베스트빌B동  덕릉로90길 13-1  서울특별시 노원구 중계동",13112.5
1135010500,6,18.69,6,2014,"   deposit building         road           dong
0  10000.0    에스엔타워  동일로242가길 22  서울특별시 노원구 상계동
1  10000.0    에스엔타워  동일로242가길 22  서울특별시 노원구 상계동
2  10000.0    에스엔타워  동일로242가길 22  서울특별시 노원구 상계동
3  10000.0    에스엔타워  동일로242가길 22  서울특별시 노원구 상계동
4   6000.0   에든버러캐슬   동일로246길 46  서울특별시 노원구 상계동",10000
1135010300,21,70.58,4,2012,"   deposit building         road           dong
0   5500.0    로뎀하우스  공릉로39길 22-5  서울특별시 노원구 공릉동
1   5500.0    로뎀하우스  공릉로39길 22-5  서울특별시 노원구 공릉동
2  23000.0    부영아트빌  동일로196길 9-6  서울특별시 노원구 공릉동
3  15500.0  주인맨션(가)   동일로184길 35  서울특별시 노원구 공릉동
4  17000.0     에덴빌라   동일로190길 21  서울특별시 노원구 공릉동",17537
1135010500,16,52.47,4,2006,"   deposit building           road           dong
0   7000.0   (47-3)      덕릉로134길 4  서울특별시 노원구 상계동
1   9000.0  범하훼미리타운    덕릉로119가길 32  서울특별시 노원구 상계동
2  13000.0    진주아트빌       상계로33길 7  서울특별시 노원구 상계동
3  17000.0     대건빌라  동일로241가길 17-5  서울특별시 노원구 상계동
4  17000.0     대건빌라  동일로241가길 17-5  서울특별시 노원구 상계동",12801
1135010500,15,49.41,1,1996,"   deposit      building           road           dong
0   9000.0          연희빌라      상계로31길 10  서울특별시 노원구 상계동
1  14000.0        토양맨션 A    동일로237다길 10  서울특별시 노원구 상계동
2  10000.0       타워그린빌라B      상계로35길 41  서울특별시 노원구 상계동
3   9000.0          소망빌라      상계로17길 16  서울특별시 노원구 상계동
4   7000.0  (52-40, -41)  덕릉로127길 10-30  서울특별시 노원구 상계동",10100
1135010300,10,34.55,4,2011,"   deposit      building           road           dong
0  14000.0           진성빌   동일로184길 69-7  서울특별시 노원구 공릉동
1  13000.0          마운트빌  동일로182길 57-14  서울특별시 노원구 공릉동
2  12600.0            혜윰  동일로178길 29-16  서울특별시 노원구 공릉동
3  16000.0  청우컨스빌(684-4)     화랑로 415-19  서울특별시 노원구 공릉동
4  14000.0         아트갤러리  동일로178길 29-10  서울특별시 노원구 공릉동",13749
1135010500,17,55.2,2,1997,"   deposit building         road           dong
0   9000.0     강원빌라   상계로35가길 10  서울특별시 노원구 상계동
1   8000.0  그린아트빌리지  상계로33길 34-3  서울특별시 노원구 상계동
2  11000.0   태광아트빌라   상계로37가길 37  서울특별시 노원구 상계동
3  17000.0     한일주택     상계로3길 69  서울특별시 노원구 상계동
4  13000.0     역전빌라     상계로33길 6  서울특별시 노원구 상계동",9435
1135010300,13,41.62,3,2018,"   deposit  building          road           dong
0  27000.0      청운명가    동일로196길 15  서울특별시 노원구 공릉동
1  26247.0  퍼즐주택(공릉)    공릉로46가길 29  서울특별시 노원구 공릉동
2  27000.0  퍼즐주택(공릉)    공릉로46가길 29  서울특별시 노원구 공릉동
3  22000.0     상진빌리지     노원로1나길 15  서울특별시 노원구 공릉동
4  23000.0   (586-1)  동일로180길 48-6  서울특별시 노원구 공릉동",26579.4
1135010200,18,59.82,1,1988,"   deposit  building        road           dong
0  16000.0  현대그린빌라A동  광운로19가길 23  서울특별시 노원구 월계동
1  12000.0      태광마동    석계로5길 39  서울특별시 노원구 월계동
2   9000.0    (63-6)    석계로 13-4  서울특별시 노원구 월계동
3   9000.0    (63-6)    석계로 13-4  서울특별시 노원구 월계동
4  13000.0   (신)신우빌라     우이천로 66  서울특별시 노원구 월계동",13472.33333
1135010500,24,78.03,2,1997,"   deposit       building           road           dong
0  16000.0  한성빌라(1048-74)  동일로239길 41-13  서울특별시 노원구 상계동
1  14000.0           신양빌라       상계로33길 8  서울특별시 노원구 상계동
2  17000.0       홍진그린맨션7차     상계로35가길 19  서울특별시 노원구 상계동
3  11500.0           강원빌라     상계로35가길 10  서울특별시 노원구 상계동
4  14000.0        (61-10)  덕릉로127길 10-15  서울특별시 노원구 상계동",15500
1135010500,10,32.58,4,1993,"   deposit building          road           dong
0   5000.0     골드빌라   덕릉로126나길 48  서울특별시 노원구 상계동
1   6000.0     보림빌라   덕릉로124가길 19  서울특별시 노원구 상계동
2   6000.0     불암빌라    덕릉로126라길 8  서울특별시 노원구 상계동
3   6000.0     불암빌라    덕릉로126라길 8  서울특별시 노원구 상계동
4  12000.0  유성빌라 B동  한글비석로24가길 49  서울특별시 노원구 상계동",8305
1135010300,14,44.8,3,2016,"   deposit  building          road           dong
0  22000.0     상진빌리지     노원로1나길 15  서울특별시 노원구 공릉동
1  23000.0   (586-1)  동일로180길 48-6  서울특별시 노원구 공릉동
2  27000.0      청운명가    동일로196길 15  서울특별시 노원구 공릉동
3  26247.0  퍼즐주택(공릉)    공릉로46가길 29  서울특별시 노원구 공릉동
4  27000.0  퍼즐주택(공릉)    공릉로46가길 29  서울특별시 노원구 공릉동",21313
1135010500,18,58.32,4,1994,"   deposit       building           road           dong
0  12000.0           선화빌라      상계로39길 30  서울특별시 노원구 상계동
1  12000.0         세종로얄빌라      상계로33길 18  서울특별시 노원구 상계동
2  12000.0  한성빌라(1048-74)  동일로239길 41-13  서울특별시 노원구 상계동
3   3000.0        두성하이츠빌라     덕릉로129길 53  서울특별시 노원구 상계동
4  12000.0        두성하이츠빌라     덕릉로129길 53  서울특별시 노원구 상계동",10480
1135010300,13,42.48,4,2002,"   deposit     building           road           dong
0   5000.0          CJ빌       노원로1라길 7  서울특별시 노원구 공릉동
1  14500.0         형진빌라     동일로196길 50  서울특별시 노원구 공릉동
2  16000.0        청솔브레싱  동일로191가길 25-8  서울특별시 노원구 공릉동
3   4000.0      에덴빌리지C동   동일로176길 23-4  서울특별시 노원구 공릉동
4  15000.0  청화주택(404-9)       섬밭로 82-2  서울특별시 노원구 공릉동",10510
1135010300,10,33.55,5,2009,"   deposit  building           road           dong
0   7000.0   441-135     공릉로 191-14  서울특별시 노원구 공릉동
1  13000.0  (585-20)   동일로178길 29-4  서울특별시 노원구 공릉동
2  12000.0      마운트빌  동일로182길 57-14  서울특별시 노원구 공릉동
3  17000.0      팰리스가      공릉로 104-9  서울특별시 노원구 공릉동
4  10000.0     아트갤러리  동일로178길 29-10  서울특별시 노원구 공릉동",10643
1135010300,5,15.17,5,2012,"   deposit building           road           dong
0   8500.0     하나캐슬     동일로178길 26  서울특별시 노원구 공릉동
1   9000.0     하나캐슬     동일로178길 26  서울특별시 노원구 공릉동
2   7500.0     하나캐슬     동일로178길 26  서울특별시 노원구 공릉동
3   7500.0     베네씨아  동일로173길 36-15  서울특별시 노원구 공릉동
4  12000.0     온누리빌     화랑로 425-17  서울특별시 노원구 공릉동",8403.333333
1135010300,7,22.58,5,2012,"   deposit building           road           dong
0  10000.0    아트갤러리  동일로178길 29-10  서울특별시 노원구 공릉동
1  12000.0     온누리빌     화랑로 425-17  서울특별시 노원구 공릉동
2   7500.0     베네씨아  동일로173길 36-15  서울특별시 노원구 공릉동
3   9000.0     하나캐슬     동일로178길 26  서울특별시 노원구 공릉동
4  17000.0     팰리스가      공릉로 104-9  서울특별시 노원구 공릉동",10585
1135010500,6,18.47,7,2014,"   deposit building         road           dong
0   9500.0    에스엔타워  동일로242가길 22  서울특별시 노원구 상계동
1  10000.0    에스엔타워  동일로242가길 22  서울특별시 노원구 상계동
2  10000.0    에스엔타워  동일로242가길 22  서울특별시 노원구 상계동
3  10000.0    에스엔타워  동일로242가길 22  서울특별시 노원구 상계동
4  10000.0    에스엔타워  동일로242가길 22  서울특별시 노원구 상계동",9725
1135010200,5,16.83,4,2002,"   deposit  building           road           dong
0   9000.0     한솔리치빌  월계로44가길 37-30  서울특별시 노원구 월계동
1   8000.0  (270-56)       노원로1라길 2  서울특별시 노원구 공릉동
2  10000.0    382-25     광운로15길 8-6  서울특별시 노원구 월계동
3   6500.0    하버드빌리지   광운로19가길 17-3  서울특별시 노원구 월계동
4   6500.0    하버드빌리지   광운로19가길 17-3  서울특별시 노원구 월계동",6572
1135010500,11,37.14,3,2018,"   deposit   building           road           dong
0  24500.0  피스플하우스 B동   노원로30길 46-13  서울특별시 노원구 상계동
1  19000.0      스위트리아    동일로241가길 52  서울특별시 노원구 상계동
2  11000.0      소망아트빌  한글비석로44길 45-7  서울특별시 노원구 상계동
3  13000.0   (349-15)    상계로7길 15-23  서울특별시 노원구 상계동
4   7000.0    1118-25   동일로239가길 7-6  서울특별시 노원구 상계동",22695
1135010500,12,39.96,-1,1992,"   deposit        building           road           dong
0   7000.0            원당빌라      상계로37길 42  서울특별시 노원구 상계동
1   5500.0       백승빌라 1.2동  동일로242라길 12-5  서울특별시 노원구 상계동
2   4500.0         대보빌라 3동        수락산로 64  서울특별시 노원구 상계동
3   7500.0        백승빌라3,4동  동일로242라길 12-7  서울특별시 노원구 상계동
4   6000.0  유성그린빌라(1096-5)    동일로239다길 13  서울특별시 노원구 상계동",5855
1135010500,16,52.44,-1,1996,"   deposit        building         road           dong
0  10000.0            내경빌라  상계로33길 52-5  서울특별시 노원구 상계동
1   7000.0          현대빌라2차    상계로33길 42  서울특별시 노원구 상계동
2   8000.0            삼보빌라  동일로237다길 44  서울특별시 노원구 상계동
3  10000.0       현대하이츠빌라1차    상계로33길 28  서울특별시 노원구 상계동
4   6000.0  유성그린빌라(1096-5)  동일로239다길 13  서울특별시 노원구 상계동",8650
1135010300,5,16,5,2013,"   deposit building           road           dong
0   9000.0     하나캐슬     동일로178길 26  서울특별시 노원구 공릉동
1   8500.0     하나캐슬     동일로178길 26  서울특별시 노원구 공릉동
2   7500.0     하나캐슬     동일로178길 26  서울특별시 노원구 공릉동
3   7500.0     베네씨아  동일로173길 36-15  서울특별시 노원구 공릉동
4  12000.0     온누리빌     화랑로 425-17  서울특별시 노원구 공릉동",9215.333333
1135010200,7,22.08,3,2014,"   deposit building         road           dong
0   6000.0    청마하우스      광운로7길 8  서울특별시 노원구 월계동
1   7000.0  H+ vill    광운로13길 23  서울특별시 노원구 월계동
2  10000.0  (429-8)  석계로13길 11-1  서울특별시 노원구 월계동
3   2000.0    청마하우스      광운로7길 8  서울특별시 노원구 월계동
4   5600.0    조은아트빌    석계로 23-12  서울특별시 노원구 월계동",6552
1135010300,15,48.68,3,2016,"   deposit  building          road           dong
0  23000.0   (586-1)  동일로180길 48-6  서울특별시 노원구 공릉동
1  22000.0     상진빌리지     노원로1나길 15  서울특별시 노원구 공릉동
2  27000.0      청운명가    동일로196길 15  서울특별시 노원구 공릉동
3  26247.0  퍼즐주택(공릉)    공릉로46가길 29  서울특별시 노원구 공릉동
4  25000.0     진한하이빌  동일로175길 12-7  서울특별시 노원구 공릉동",22160
1135010500,16,52,3,2018,"   deposit building           road           dong
0  20000.0    금강팰리스     상계로9가길 9-3  서울특별시 노원구 상계동
1  19000.0    금강팰리스     상계로9가길 9-3  서울특별시 노원구 상계동
2  21000.0   134-41  한글비석로46나길 2-3  서울특별시 노원구 상계동
3  23000.0     화이트빌    한글비석로36길 87  서울특별시 노원구 상계동
4  20000.0    새울센스빌    한글비석로37길 30  서울특별시 노원구 상계동",21947.47
1135010600,12,40.17,2,1992,"   deposit     building         road           dong
0   8000.0         중계빌라    중계로14마길 9  서울특별시 노원구 중계동
1  10000.0  도암빌라(75-15)   중계로14마길 19  서울특별시 노원구 중계동
2   8500.0         중계빌라    중계로14마길 9  서울특별시 노원구 중계동
3  10000.0        불암산빌라  중계로14길 50-5  서울특별시 노원구 중계동
4  10000.0           태양    중계로16다길 9  서울특별시 노원구 중계동",9150
1135010300,4,12,4,2011,"   deposit     building           road           dong
0   8000.0  파크빌(559-26)  동일로182길 63-19  서울특별시 노원구 공릉동
1   7000.0         용호캐슬  동일로182길 63-21  서울특별시 노원구 공릉동
2   6000.0     공감대House  동일로178길 29-13  서울특별시 노원구 공릉동
3   5000.0          아인빌      공릉로43가길 7  서울특별시 노원구 공릉동
4   7500.0         더하우스     공릉로 119-23  서울특별시 노원구 공릉동",7665
1135010500,13,43.9,2,2016,"   deposit        building         road           dong
0  31000.0        상계동힐탑하우스    노원로 483-7  서울특별시 노원구 상계동
1  15000.0           새울센스빌  한글비석로37길 30  서울특별시 노원구 상계동
2   9500.0  대성하이빌(456-138)   한글비석로50길 7  서울특별시 노원구 상계동
3  20000.0           새울센스빌  한글비석로37길 30  서울특별시 노원구 상계동
4  23000.0            화이트빌  한글비석로36길 87  서울특별시 노원구 상계동",26551
