코드,평수,전용면적(㎡),층,건축년도,predicted,predicted price
1154510300,20,67.56,3,2011,"   deposit building        road           dong
0  19000.0     수아트빌   독산로44가길 9  서울특별시 금천구 시흥동
1  19000.0     수아트빌   독산로44가길 9  서울특별시 금천구 시흥동
2  17000.0    선경자이빌  시흥대로22길 23  서울특별시 금천구 시흥동
3  18000.0   정도맨션5차  독산로8다길 5-7  서울특별시 금천구 시흥동
4  18500.0   정도맨션5차  독산로8다길 5-7  서울특별시 금천구 시흥동",18972.5
1154510200,12,41.2,5,2017,"   deposit     building          road           dong
0  25900.0  메트로타운A동B동C동  남부순환로120길 35  서울특별시 금천구 독산동
1  27000.0         영풍타운       가산로5길 7  서울특별시 금천구 독산동
2  20500.0         투팰리스    시흥대로94길 48  서울특별시 금천구 독산동
3  19000.0         투팰리스    시흥대로94길 48  서울특별시 금천구 독산동
4  29700.0        명성팰리스       독산로 229  서울특별시 금천구 독산동",24932.66667
1154510300,12,40.52,2,2017,"   deposit    building        road           dong
0  26000.0       프라우드빌  독산로24마길 31  서울특별시 금천구 시흥동
1  17500.0     럭키드림하우스   독산로38길 41  서울특별시 금천구 시흥동
2  22500.0     첼시하우스5차   금하로23길 49  서울특별시 금천구 시흥동
3  25300.0  금강파크빌에이동비동    탑골로3길 45  서울특별시 금천구 시흥동
4  25800.0  금강파크빌에이동비동    탑골로3길 45  서울특별시 금천구 시흥동",21376
1154510300,16,53.16,1,1982,"   deposit  building         road           dong
0  15000.0  훼밀리연립 라동   시흥대로38길 43  서울특별시 금천구 시흥동
1  13000.0      대성타운    시흥대로39길 7  서울특별시 금천구 시흥동
2  10000.0    은성연립가동  시흥대로2길 44-6  서울특별시 금천구 시흥동
3  15000.0  미도연립8동9동   시흥대로16길 20  서울특별시 금천구 시흥동
4   8500.0  무궁화연립 B동    시흥대로2길 52  서울특별시 금천구 시흥동",14320
1154510300,9,29.98,5,2018,"   deposit building         road           dong
0  20500.0    세종팰리스     독산로10길 4  서울특별시 금천구 시흥동
1  21500.0    세종팰리스    시흥대로56길 8  서울특별시 금천구 시흥동
2  21300.0    세종팰리스    시흥대로56길 8  서울특별시 금천구 시흥동
3  22400.0  (828-4)  금하로23가길 4-2  서울특별시 금천구 시흥동
4  22400.0     어반캐슬    독산로24가길 7  서울특별시 금천구 시흥동",20869.6
1154510200,9,31.21,6,2019,"   deposit             building           road           dong
0  23500.0  메트로타운A동B동C동(194-13)        독산로 263  서울특별시 금천구 독산동
1  24500.0  메트로타운A동B동C동(194-13)        독산로 263  서울특별시 금천구 독산동
2  24000.0     서래타운101동102동103동        독산로 233  서울특별시 금천구 독산동
3  23500.0  메트로타운A동B동C동(194-13)        독산로 263  서울특별시 금천구 독산동
4  23500.0                 엠에스빌  시흥대로150길 11-9  서울특별시 금천구 독산동",23675
1154510200,14,46.22,3,2017,"   deposit building        road           dong
0  22500.0    삼성프라임  독산로58다길 22  서울특별시 금천구 독산동
1  29500.0    명성팰리스     독산로 229  서울특별시 금천구 독산동
2  19500.0      유앤미   독산로68길 58  서울특별시 금천구 독산동
3  35800.0    라온하우스      문성로 48  서울특별시 금천구 독산동
4  33000.0    라온하우스      문성로 48  서울특별시 금천구 독산동",22337.12
1154510200,12,38.44,2,2003,"   deposit  building          road           dong
0  15500.0    독산네스트빌  독산로108길 86-6  서울특별시 금천구 독산동
1  16000.0    삼성아르빌B    시흥대로98길 20  서울특별시 금천구 독산동
2  14000.0    삼성아르빌B    시흥대로98길 20  서울특별시 금천구 독산동
3  10000.0   (929-0)     독산로70길 54  서울특별시 금천구 독산동
4  12000.0  (987-10)    시흥대로142길 7  서울특별시 금천구 독산동",14572
1154510200,7,23.54,5,2014,"   deposit      building         road           dong
0  15000.0          금나래빌   독산로101길 38  서울특별시 금천구 독산동
1  15000.0      빌인사이드파크Ⅱ   범안로12가길 28  서울특별시 금천구 독산동
2  14700.0        타운캐슬5차  독산로101길 8-8  서울특별시 금천구 독산동
3  18000.0         금강파크빌  시흥대로142길 16  서울특별시 금천구 독산동
4  14500.0  뜰안채(1017-18)  시흥대로118길 29  서울특별시 금천구 독산동",13809
1154510300,13,42.04,1,1982,"   deposit  building        road           dong
0  10000.0      광진주택   시흥대로2길 15  서울특별시 금천구 시흥동
1   8500.0  무궁화연립 B동   시흥대로2길 52  서울특별시 금천구 시흥동
2  13000.0     청기와맨션  시흥대로38길 37  서울특별시 금천구 시흥동
3  15000.0  미도연립8동9동  시흥대로16길 20  서울특별시 금천구 시흥동
4  14000.0      영일빌라  시흥대로12길 72  서울특별시 금천구 시흥동",10496.47619
1154510300,9,29.27,4,2019,"   deposit building         road           dong
0  18000.0    아르스파크       시흥대로 8  서울특별시 금천구 시흥동
1  21900.0      문정빌    독산로16길 24  서울특별시 금천구 시흥동
2  23500.0      리안트    독산로16길 26  서울특별시 금천구 시흥동
3  16800.0    드웰하우스  시흥대로40나길 15  서울특별시 금천구 시흥동
4  20000.0  인경스마트빌딩    독산로44길 29  서울특별시 금천구 시흥동",20199
1154510300,5,15.24,3,2011,"   deposit       building          road           dong
0   9000.0            앰씨티    시흥대로54길 46  서울특별시 금천구 시흥동
1   7000.0            앰씨티    시흥대로54길 46  서울특별시 금천구 시흥동
2   7000.0           엘도라도     금하로 663-1  서울특별시 금천구 시흥동
3   6000.0  금강파크빌(804-24)     독산로38길 16  서울특별시 금천구 시흥동
4   8500.0          별이하우스  독산로24라길 18-1  서울특별시 금천구 시흥동",8492
1154510200,6,20.695,4,2012,"   deposit  building           road           dong
0  13000.0   프리미엄캐슬2  범안로12가길 31-11  서울특별시 금천구 독산동
1  10000.0      현우빌딩     독산로108길 27  서울특별시 금천구 독산동
2  10000.0      현우빌딩     독산로108길 27  서울특별시 금천구 독산동
3  13000.0  (878-24)     독산로108길 18  서울특별시 금천구 독산동
4   8000.0   환호 풀하우스      독산로95길 19  서울특별시 금천구 독산동",11254
1154510300,21,68.44,2,1985,"   deposit  building        road           dong
0  15000.0  청기와연립 B동  시흥대로38길 31  서울특별시 금천구 시흥동
1  11000.0        삼성  시흥대로22길 24  서울특별시 금천구 시흥동
2  12500.0    삼흥주택1차   시흥대로20길 4  서울특별시 금천구 시흥동
3  15000.0        대흥  시흥대로36길 73  서울특별시 금천구 시흥동
4   9000.0        대도     시흥대로 73  서울특별시 금천구 시흥동",12655.58333
1154510300,11,35.02,4,2019,"   deposit    building        road           dong
0  22300.0         모아빌  시흥대로36길 74  서울특별시 금천구 시흥동
1  22300.0         모아빌  시흥대로36길 74  서울특별시 금천구 시흥동
2  26000.0       프라우드빌  독산로24마길 31  서울특별시 금천구 시흥동
3  17500.0  하늘채(951-3)  시흥대로24길 16  서울특별시 금천구 시흥동
4  26000.0       프라우드빌  독산로24마길 31  서울특별시 금천구 시흥동",22254.13095
1154510300,9,29.93,2,2017,"   deposit building        road           dong
0  21000.0     리베라움  시흥대로50길 18  서울특별시 금천구 시흥동
1  18000.0    헤렌하우스   독산로33길 20  서울특별시 금천구 시흥동
2  18000.0   자라하우스Ⅲ   독산로24마길 1  서울특별시 금천구 시흥동
3  18000.0   자라하우스Ⅲ   독산로24마길 1  서울특별시 금천구 시흥동
4  18300.0    금강파크빌   독산로22길 54  서울특별시 금천구 시흥동",19115.42857
1154510100,23,75.84,2,2003,"   deposit  building            road           dong
0  23000.0  행운빌리지 가동  남부순환로108길 23-8  서울특별시 금천구 가산동
1  23000.0  행운빌리지 가동  남부순환로108길 23-8  서울특별시 금천구 가산동
2  18000.0  백운스위트빌나동       두산로3가길 26  서울특별시 금천구 가산동
3   9000.0     금강파크빌       두산로9가길 14  서울특별시 금천구 가산동
4  18000.0     금강파크빌       두산로9가길 14  서울특별시 금천구 가산동",21865
1154510200,10,31.76,3,2017,"   deposit        building        road           dong
0  20100.0      뜰안채(188-1)   독산로80길 24  서울특별시 금천구 독산동
1  20500.0      뜰안채(188-1)   독산로80길 24  서울특별시 금천구 독산동
2  17700.0          호암빌12차  시흥대로94길 17  서울특별시 금천구 독산동
3  17500.0          호암빌12차  시흥대로94길 17  서울특별시 금천구 독산동
4  16000.0  서래하우스(1068-11)  시흥대로88길 14  서울특별시 금천구 독산동",19985.2
1154510100,8,26.55,2,2013,"   deposit        building            road           dong
0  17000.0   덕산파크빌(235-17)        두산로9길 55  서울특별시 금천구 가산동
1  15700.0           제이파크빌  시흥대로149가길 10-6  서울특별시 금천구 가산동
2  18500.0          JM자명타운  남부순환로112길 19-7  서울특별시 금천구 가산동
3  20000.0           세명하이빌     가산로9길 97-12  서울특별시 금천구 가산동
4  18600.0  리베라움1차101동102동        가산로5길 61  서울특별시 금천구 가산동",17098
1154510300,15,50.34,3,1984,"   deposit  building          road           dong
0  12000.0     피닉스C동  시흥대로2길 57-11  서울특별시 금천구 시흥동
1   5000.0      유한연립    시흥대로2나길 16  서울특별시 금천구 시흥동
2  10000.0   무궁화연립A동   시흥대로2길 44-3  서울특별시 금천구 시흥동
3   9500.0      장수연립  시흥대로2길 44-12  서울특별시 금천구 시흥동
4   9000.0  훼밀리연립 나동    시흥대로38길 51  서울특별시 금천구 시흥동",10630
1154510300,8,25.44,2,1989,"   deposit building       road           dong
0   7000.0     현대빌라    시흥대로 53  서울특별시 금천구 시흥동
1   7000.0     다원빌라  독산로44길 41  서울특별시 금천구 시흥동
2   7000.0     현대빌라    시흥대로 53  서울특별시 금천구 시흥동
3   7000.0     현대빌라    시흥대로 53  서울특별시 금천구 시흥동
4   6000.0     현대빌라    시흥대로 53  서울특별시 금천구 시흥동",6939.119048
1154510200,9,29.98,4,2017,"   deposit          building           road           dong
0  18000.0             리버빌러티     범안로15길 8-9  서울특별시 금천구 독산동
1  17900.0            호암빌12차     시흥대로94길 17  서울특별시 금천구 독산동
2  20500.0             브라운캐슬       문성로1길 40  서울특별시 금천구 독산동
3  23500.0             브라운캐슬       문성로1길 40  서울특별시 금천구 독산동
4  18500.0  국제 R&C VILL A동B동  시흥대로101길 14-4  서울특별시 금천구 독산동",19971.08333
1154510300,7,24.29,5,2017,"   deposit       building          road           dong
0  10000.0  금강파크빌(804-24)     독산로38길 16  서울특별시 금천구 시흥동
1  21500.0    서래하우스(3-75)  독산로50길 124-9  서울특별시 금천구 시흥동
2  20500.0          프라우드빌    독산로24마길 31  서울특별시 금천구 시흥동
3  18000.0         예일 센트럴       독산로 105  서울특별시 금천구 시흥동
4  26000.0          프라우드빌    독산로24마길 31  서울특별시 금천구 시흥동",17014.42857
1154510300,9,29.98,5,2019,"   deposit building         road           dong
0  22400.0     어반캐슬    독산로24가길 7  서울특별시 금천구 시흥동
1  21500.0    아르스파크       시흥대로 8  서울특별시 금천구 시흥동
2  22400.0     어반캐슬    독산로24가길 7  서울특별시 금천구 시흥동
3  19400.0    모던빌B동  독산로8가길 18-1  서울특별시 금천구 시흥동
4  21900.0    모던빌B동  독산로8가길 18-1  서울특별시 금천구 시흥동",22031.825
1154510300,5,15.24,2,2011,"   deposit       building          road           dong
0   9000.0            앰씨티    시흥대로54길 46  서울특별시 금천구 시흥동
1  14700.0          열린파크빌     독산로36길 86  서울특별시 금천구 시흥동
2   6000.0  금강파크빌(804-24)     독산로38길 16  서울특별시 금천구 시흥동
3  17000.0          열린파크빌     독산로36길 86  서울특별시 금천구 시흥동
4   8500.0          별이하우스  독산로24라길 18-1  서울특별시 금천구 시흥동",8560
1154510300,8,26.76,6,2017,"   deposit building         road           dong
0  19500.0     리트리움       독산로 77  서울특별시 금천구 시흥동
1  18500.0     현우빌딩      독산로 160  서울특별시 금천구 시흥동
2  18300.0    헤렌하우스  시흥대로84나길 23  서울특별시 금천구 시흥동
3  21800.0    세종팰리스    시흥대로56길 8  서울특별시 금천구 시흥동
4  21800.0    세종팰리스    시흥대로56길 8  서울특별시 금천구 시흥동",18120
1154510200,8,25.39,4,2017,"   deposit        building          road           dong
0  17700.0           문정아트빌   시흥대로84다길 38  서울특별시 금천구 독산동
1  19000.0           팰리스타운  독산로101길 38-1  서울특별시 금천구 독산동
2  19500.0            금나래빌    독산로101길 38  서울특별시 금천구 독산동
3  19500.0            금나래빌    독산로101길 38  서울특별시 금천구 독산동
4  20000.0  서동에이스빌101동102동    독산로102길 29  서울특별시 금천구 독산동",17979
1154510300,10,31.65,3,2013,"   deposit       building        road           dong
0  17000.0          다원아트빌   독산로16길 27  서울특별시 금천구 시흥동
1  13000.0  샤론인텔리안(847-4)   독산로27길 32  서울특별시 금천구 시흥동
2  13000.0  샤론인텔리안(847-4)   독산로27길 32  서울특별시 금천구 시흥동
3  16500.0           인화주택   독산로45길 28  서울특별시 금천구 시흥동
4  17500.0        행복이가득한집  독산로45가길 18  서울특별시 금천구 시흥동",15458
1154510300,18,59.01,4,2002,"   deposit building        road           dong
0  19000.0     금호타운   독산로29길 48  서울특별시 금천구 시흥동
1  15000.0  동부골든빌리지  시흥대로41길 85  서울특별시 금천구 시흥동
2  17000.0  대성하이츠빌라    독산로8길 38  서울특별시 금천구 시흥동
3  14000.0   백운아이닉스    독산로 68-8  서울특별시 금천구 시흥동
4  16000.0    현대빌리지   독산로22길 83  서울특별시 금천구 시흥동",17005
1154510300,8,26.82,4,2018,"   deposit building          road           dong
0  19800.0    한울파크빌     독산로10길 28  서울특별시 금천구 시흥동
1  18000.0  첼시하우스5차     금하로23길 49  서울특별시 금천구 시흥동
2  21000.0    한솔시티빌     독산로50마길 5  서울특별시 금천구 시흥동
3  22700.0    준 그린빌  독산로43가길 44-1  서울특별시 금천구 시흥동
4  17000.0    아르스파크        시흥대로 8  서울특별시 금천구 시흥동",21867.2
1154510300,5,16.75,8,2019,"   deposit  building     road           dong
0  13000.0  MK.TOWER  금하로 601  서울특별시 금천구 시흥동
1  13000.0  MK.TOWER  금하로 601  서울특별시 금천구 시흥동
2  13000.0  MK.TOWER  금하로 601  서울특별시 금천구 시흥동
3  13000.0  MK.TOWER  금하로 601  서울특별시 금천구 시흥동
4  13000.0  MK.TOWER  금하로 601  서울특별시 금천구 시흥동",12967
1154510300,9,29.63,4,2019,"   deposit building         road           dong
0  16800.0    드웰하우스  시흥대로40나길 15  서울특별시 금천구 시흥동
1  20000.0  인경스마트빌딩    독산로44길 29  서울특별시 금천구 시흥동
2  20000.0  인경스마트빌딩    독산로44길 29  서울특별시 금천구 시흥동
3  19400.0    모던빌B동  독산로8가길 18-1  서울특별시 금천구 시흥동
4  23500.0      리안트    독산로16길 26  서울특별시 금천구 시흥동",19456
1154510200,14,45,2,1994,"   deposit  building          road           dong
0  12000.0  (987-10)    시흥대로142길 7  서울특별시 금천구 독산동
1  12000.0      대우주택    시흥대로90길 10  서울특별시 금천구 독산동
2  11000.0      정진빌라     금하로1라길 33  서울특별시 금천구 독산동
3  11000.0      정진빌라     금하로1라길 33  서울특별시 금천구 독산동
4  16500.0  (181-28)  독산로80가길 11-5  서울특별시 금천구 독산동",12667.5
1154510300,9,29.87,3,2016,"   deposit building           road           dong
0  18000.0    롯데블르빌     시흥대로59길 19  서울특별시 금천구 시흥동
1  17500.0  행복이가득한집     독산로45가길 18  서울특별시 금천구 시흥동
2  19000.0    덕산리치빌  시흥대로57길 19-69  서울특별시 금천구 시흥동
3  20500.0    덕산하우징     시흥대로59길 40  서울특별시 금천구 시흥동
4  20000.0     리베라움     시흥대로50길 18  서울특별시 금천구 시흥동",17958
1154510200,16,53.67,5,2013,"   deposit             building          road           dong
0  22000.0                자이하우스     독산로93길 21  서울특별시 금천구 독산동
1  17000.0        대광파크(1069-21)   시흥대로84가길 11  서울특별시 금천구 독산동
2  20000.0  힐튼쉐어하우스C동(1006-201)  범안로12길 29-26  서울특별시 금천구 독산동
3  16000.0                 노블리움     범안로14길 13  서울특별시 금천구 독산동
4  21000.0         H휴먼홈(1055-1)    시흥대로100길 6  서울특별시 금천구 독산동",19880
1154510300,14,46.44,3,1985,"   deposit building          road           dong
0  13000.0     영일빌라    시흥대로12길 72  서울특별시 금천구 시흥동
1   9500.0     장수연립  시흥대로2길 44-12  서울특별시 금천구 시흥동
2  14500.0   영일빌라5차    시흥대로40길 52  서울특별시 금천구 시흥동
3  10000.0  무궁화연립다동     시흥대로2길 47  서울특별시 금천구 시흥동
4  12000.0    피닉스C동  시흥대로2길 57-11  서울특별시 금천구 시흥동",11430
1154510300,22,72.43,2,1994,"   deposit building           road           dong
0  24500.0     백운빌라      독산로24길 27  서울특별시 금천구 시흥동
1  17000.0     미성빌라     시흥대로45길 22  서울특별시 금천구 시흥동
2  15000.0     백운빌라      금하로24길 34  서울특별시 금천구 시흥동
3  15000.0     백운빌라      금하로24길 34  서울특별시 금천구 시흥동
4  17000.0    성웅빌라트  시흥대로57길 19-61  서울특별시 금천구 시흥동",16290
1154510200,23,77.23,2,2007,"   deposit     building          road           dong
0  20000.0        골든위브빌  범안로16길 24-15  서울특별시 금천구 독산동
1  18000.0  동도맨션(945-1)     독산로68길 63  서울특별시 금천구 독산동
2  18000.0       한일빌라5차    시흥대로78길 57  서울특별시 금천구 독산동
3  20000.0       형제파크빌라     독산로49길 31  서울특별시 금천구 독산동
4  18000.0         에덴동산   독산로64다길 4-5  서울특별시 금천구 독산동",19820
1154510300,15,50.05,1,1984,"   deposit  building         road           dong
0  10000.0    은성연립가동  시흥대로2길 44-6  서울특별시 금천구 시흥동
1  15000.0  미도연립8동9동   시흥대로16길 20  서울특별시 금천구 시흥동
2  11000.0   무궁화연립가동   시흥대로2나길 13  서울특별시 금천구 시흥동
3   8500.0  무궁화연립 B동    시흥대로2길 52  서울특별시 금천구 시흥동
4  13000.0      대성타운    시흥대로39길 7  서울특별시 금천구 시흥동",9965
1154510200,9,29.68,4,2015,"   deposit        building          road           dong
0  15000.0    리치힐(1070-21)    시흥대로84라길 3  서울특별시 금천구 독산동
1  15000.0  서래하우스(1068-11)    시흥대로88길 14  서울특별시 금천구 독산동
2  24500.0           A-클래스    범안로14길 5-5  서울특별시 금천구 독산동
3  21000.0   금산캐슬(378-473)  독산로56길 18-20  서울특별시 금천구 독산동
4  14700.0          타운캐슬5차   독산로101길 8-8  서울특별시 금천구 독산동",15447
1154510200,9,29.37,4,2016,"   deposit        building        road           dong
0  15000.0    리치힐(1070-21)  시흥대로84라길 3  서울특별시 금천구 독산동
1  15000.0  서래하우스(1068-11)  시흥대로88길 14  서울특별시 금천구 독산동
2  24500.0           A-클래스  범안로14길 5-5  서울특별시 금천구 독산동
3  23500.0           브라운캐슬    문성로1길 40  서울특별시 금천구 독산동
4  20500.0           브라운캐슬    문성로1길 40  서울특별시 금천구 독산동",18021
1154510200,17,55.88,4,2004,"   deposit   building           road           dong
0  16000.0      유선레오빌      독산로58길 42  서울특별시 금천구 독산동
1  17000.0       광민아트  시흥대로102길 60-8  서울특별시 금천구 독산동
2  17000.0  (시대맨션빌5차)      독산로70길 65  서울특별시 금천구 독산동
3  16000.0     우도그린빌라     독산로58가길 87  서울특별시 금천구 독산동
4  17000.0    덕산하이츠빌A    두산로14길 14-9  서울특별시 금천구 독산동",16725
1154510200,9,29.76,5,2016,"   deposit       building         road           dong
0  21900.0           인화주택    독산로64길 81  서울특별시 금천구 독산동
1  18500.0  하이클래스(149-37)  시흥대로147길 45  서울특별시 금천구 독산동
2  19000.0          골드파크빌   독산로101길 51  서울특별시 금천구 독산동
3  22000.0          소원하이빌   독산로108길 25  서울특별시 금천구 독산동
4  14700.0         타운캐슬5차  독산로101길 8-8  서울특별시 금천구 독산동",20700
1154510300,11,36.92,3,2017,"   deposit       building        road           dong
0  17000.0  금강파크빌(804-24)   독산로38길 16  서울특별시 금천구 시흥동
1  26000.0          프라우드빌  독산로24마길 31  서울특별시 금천구 시흥동
2  24000.0          타임아트빌  시흥대로40라길 4  서울특별시 금천구 시흥동
3  24000.0          타임아트빌  시흥대로40라길 4  서울특별시 금천구 시흥동
4  17500.0     하늘채(951-3)  시흥대로24길 16  서울특별시 금천구 시흥동",19126.375
1154510200,16,52.56,2,1977,"   deposit    building           road           dong
0   8000.0    (1043-3)     독산로65길 9-1  서울특별시 금천구 독산동
1   6000.0   (1035-11)  시흥대로106길 23-2  서울특별시 금천구 독산동
2  10000.0  대성연립가동나동다동       두산로7길 32  서울특별시 금천구 독산동
3  11000.0     (286-2)    시흥대로124길 13  서울특별시 금천구 독산동
4   8500.0  미림연립 가동,나동      독산로77길 19  서울특별시 금천구 독산동",9449
1154510300,21,70.41,2,1980,"   deposit  building        road           dong
0  11000.0        삼성  시흥대로22길 24  서울특별시 금천구 시흥동
1  12500.0    삼흥주택1차   시흥대로20길 4  서울특별시 금천구 시흥동
2  15000.0        대흥  시흥대로36길 73  서울특별시 금천구 시흥동
3  14000.0      국제빌라  시흥대로18길 49  서울특별시 금천구 시흥동
4  15000.0  청기와연립 B동  시흥대로38길 31  서울특별시 금천구 시흥동",12318.66667
1154510200,12,41.2,4,2017,"   deposit  building         road           dong
0  27500.0    와이피하우스  시흥대로123길 60  서울특별시 금천구 독산동
1  17000.0   뜰안채ABC동    독산로72길 70  서울특별시 금천구 독산동
2  17000.0   뜰안채ABC동    독산로72길 70  서울특별시 금천구 독산동
3  30100.0  후암타운101동  시흥대로103길 17  서울특별시 금천구 독산동
4  34000.0     라온하우스       문성로 48  서울특별시 금천구 독산동",24871.66667
1154510300,9,29.87,2,2014,"   deposit building         road           dong
0  13000.0      영은빌      독산로 116  서울특별시 금천구 시흥동
1  13000.0      영은빌      독산로 116  서울특별시 금천구 시흥동
2  13000.0    샛별하우스   독산로24라길 14  서울특별시 금천구 시흥동
3  17000.0    로엔하우스  독산로22길 35-7  서울특별시 금천구 시흥동
4  15500.0  동산골드하우스     독산로33길 4  서울특별시 금천구 시흥동",14512
