법정동명,,,법정동코드
서울특별시,마포구,합정동,1144012200
서울특별시,마포구,망원동,1144012300
서울특별시,마포구,연남동,1144012400
서울특별시,마포구,성산동,1144012500
서울특별시,마포구,중동,1144012600
서울특별시,마포구,상암동,1144012700
서울특별시,마포구,아현1동,1144090100
서울특별시,마포구,아현2동,1144090200
서울특별시,마포구,아현3동,1144090300
서울특별시,마포구,공덕1동,1144090400
서울특별시,마포구,공덕2동,1144090500
서울특별시,마포구,도화1동,1144090600
서울특별시,마포구,도화2동,1144090700
서울특별시,마포구,망원1동,1144090800
서울특별시,마포구,망원2동,1144090900
서울특별시,마포구,성산1동,1144091000
서울특별시,마포구,성산2동,1144091100
서울특별시,양천구,,1147000000
서울특별시,양천구,신정동,1147010100
서울특별시,양천구,목동,1147010200
서울특별시,양천구,신월동,1147010300
서울특별시,양천구,목1동,1147090100
서울특별시,양천구,목2동,1147090200
서울특별시,양천구,목3동,1147090300
서울특별시,양천구,목4동,1147090400
서울특별시,양천구,목5동,1147090500
서울특별시,양천구,신월1동,1147090600
서울특별시,양천구,신월2동,1147090700
서울특별시,양천구,신월3동,1147090800
서울특별시,양천구,신월4동,1147090900
서울특별시,양천구,신월5동,1147091000
서울특별시,양천구,신월6동,1147091100
서울특별시,양천구,신정1동,1147091200
서울특별시,양천구,신정2동,1147091300
서울특별시,양천구,신정3동,1147091400
서울특별시,양천구,신정4동,1147091500
서울특별시,양천구,신정5동,1147091600
서울특별시,양천구,신정6동,1147091700
서울특별시,강서구,,1150000000
서울특별시,강서구,신정동,1150000100
서울특별시,강서구,신월동,1150000200
서울특별시,강서구,염창동,1150010100
서울특별시,강서구,등촌동,1150010200
서울특별시,강서구,화곡동,1150010300
서울특별시,강서구,가양동,1150010400
서울특별시,강서구,마곡동,1150010500
서울특별시,강서구,내발산동,1150010600
서울특별시,강서구,외발산동,1150010700
서울특별시,강서구,공항동,1150010800
서울특별시,강서구,방화동,1150010900
서울특별시,강서구,개화동,1150011000
서울특별시,강서구,과해동,1150011100
서울특별시,강서구,오곡동,1150011200
서울특별시,강서구,오쇠동,1150011300
서울특별시,강서구,목동,1150011400
서울특별시,강서구,등촌1동,1150090100
서울특별시,강서구,등촌2동,1150090200
서울특별시,강서구,화곡1동,1150090300
서울특별시,강서구,화곡2동,1150090400
서울특별시,강서구,화곡3동,1150090500
서울특별시,강서구,화곡4동,1150090600
서울특별시,강서구,화곡5동,1150090700
서울특별시,강서구,화곡본동,1150090800
서울특별시,강서구,발산동,1150090900
서울특별시,강서구,방화1동,1150091000
서울특별시,강서구,방화2동,1150091100
서울특별시,구로구,,1153000000
서울특별시,구로구,신도림동,1153010100
서울특별시,구로구,구로동,1153010200
서울특별시,구로구,가리봉동,1153010300
서울특별시,구로구,독산동,1153010400
서울특별시,구로구,시흥동,1153010500
서울특별시,구로구,고척동,1153010600
서울특별시,구로구,개봉동,1153010700
서울특별시,구로구,오류동,1153010800
서울특별시,구로구,궁동,1153010900
서울특별시,구로구,온수동,1153011000
서울특별시,구로구,천왕동,1153011100
서울특별시,구로구,항동,1153011200
서울특별시,구로구,구로1동,1153090100
서울특별시,구로구,구로2동,1153090200
서울특별시,구로구,구로3동,1153090300
서울특별시,구로구,구로4동,1153090400
서울특별시,구로구,구로5동,1153090500
서울특별시,구로구,구로6동,1153090600
서울특별시,구로구,가리봉1동,1153090700
서울특별시,구로구,가리봉2동,1153090800
서울특별시,구로구,가리봉3동,1153090900
서울특별시,구로구,독산1동,1153091000
서울특별시,구로구,독산2동,1153091100
서울특별시,구로구,독산3동,1153091200
서울특별시,구로구,독산4동,1153091300
서울특별시,구로구,독산본동,1153091400
서울특별시,구로구,시흥본동,1153091500
서울특별시,구로구,시흥1동,1153091600
서울특별시,구로구,시흥2동,1153091700
서울특별시,구로구,시흥3동,1153091800
서울특별시,구로구,시흥4동,1153091900
서울특별시,구로구,시흥5동,1153092000
서울특별시,구로구,고척1동,1153092100
서울특별시,구로구,고척2동,1153092200
서울특별시,구로구,개봉1동,1153092300
서울특별시,구로구,개봉2동,1153092400
서울특별시,구로구,개봉3동,1153092500
서울특별시,구로구,오류1동,1153092600
서울특별시,구로구,오류2동,1153092700
서울특별시,구로구,수궁동,1153092800
서울특별시,금천구,,1154500000
서울특별시,금천구,가산동,1154510100
서울특별시,금천구,독산동,1154510200
서울특별시,금천구,시흥동,1154510300
서울특별시,영등포구,,1156000000
서울특별시,영등포구,독산동,1156000100
서울특별시,영등포구,염창동,1156000200
서울특별시,영등포구,목동,1156000300
서울특별시,영등포구,등촌동,1156000400
서울특별시,영등포구,화곡동,1156000500
서울특별시,영등포구,신월동,1156000600
서울특별시,영등포구,마곡동,1156000700
서울특별시,영등포구,가양동,1156000800
서울특별시,영등포구,내발산동,1156000900
서울특별시,영등포구,외발산동,1156001000
서울특별시,영등포구,공항동,1156001100
서울특별시,영등포구,방화동,1156001200
서울특별시,영등포구,과해동,1156001300
서울특별시,영등포구,신정동,1156001400
서울특별시,영등포구,오곡동,1156001500
서울특별시,영등포구,오쇠동,1156001600
서울특별시,영등포구,구로동,1156001700
서울특별시,영등포구,가리봉동,1156001800
서울특별시,영등포구,시흥동,1156001900
서울특별시,영등포구,고척동,1156002000
서울특별시,영등포구,개봉동,1156002100
서울특별시,영등포구,오류동,1156002200
서울특별시,영등포구,궁동,1156002300
서울특별시,영등포구,온수동,1156002400
서울특별시,영등포구,천왕동,1156002500
서울특별시,영등포구,항동,1156002600
서울특별시,영등포구,신도림동,1156002700
서울특별시,영등포구,개화동,1156002800
서울특별시,영등포구,반포동,1156002900
서울특별시,영등포구,잠원동,1156003000
서울특별시,영등포구,서초동,1156003100
서울특별시,영등포구,양재동,1156003200
서울특별시,영등포구,우면동,1156003300
서울특별시,영등포구,원지동,1156003400
서울특별시,영등포구,노량진동,1156003500
서울특별시,영등포구,상도동,1156003600
서울특별시,영등포구,상도제1동,1156003700
서울특별시,영등포구,봉천동,1156003800
서울특별시,영등포구,본동,1156003900
서울특별시,영등포구,흑석동,1156004000
서울특별시,영등포구,동작동,1156004100
서울특별시,영등포구,사당동,1156004200
서울특별시,영등포구,방배동,1156004300
서울특별시,영등포구,신림동,1156004400
서울특별시,영등포구,대방동,1156004500
서울특별시,영등포구,신대방동,1156004600
서울특별시,영등포구,양평동,1156004700
서울특별시,영등포구,영등포동,1156010100
서울특별시,영등포구,영등포동1가,1156010200
서울특별시,영등포구,영등포동2가,1156010300
서울특별시,영등포구,영등포동3가,1156010400
서울특별시,영등포구,영등포동4가,1156010500
서울특별시,영등포구,영등포동5가,1156010600
서울특별시,영등포구,영등포동6가,1156010700
서울특별시,영등포구,영등포동7가,1156010800
서울특별시,영등포구,영등포동8가,1156010900
서울특별시,영등포구,여의도동,1156011000
서울특별시,영등포구,당산동1가,1156011100
서울특별시,영등포구,당산동2가,1156011200
서울특별시,영등포구,당산동3가,1156011300
서울특별시,영등포구,당산동4가,1156011400
서울특별시,영등포구,당산동5가,1156011500
서울특별시,영등포구,당산동6가,1156011600
서울특별시,영등포구,당산동,1156011700
서울특별시,영등포구,도림동,1156011800
서울특별시,영등포구,문래동1가,1156011900
서울특별시,영등포구,문래동2가,1156012000
서울특별시,영등포구,문래동3가,1156012100
서울특별시,영등포구,문래동4가,1156012200
서울특별시,영등포구,문래동5가,1156012300
서울특별시,영등포구,문래동6가,1156012400
서울특별시,영등포구,양평동1가,1156012500
서울특별시,영등포구,양평동2가,1156012600
서울특별시,영등포구,양평동3가,1156012700
서울특별시,영등포구,양평동4가,1156012800
서울특별시,영등포구,양평동5가,1156012900
서울특별시,영등포구,양평동6가,1156013000
서울특별시,영등포구,양화동,1156013100
서울특별시,영등포구,신길동,1156013200
서울특별시,영등포구,대림동,1156013300
서울특별시,영등포구,양평동,1156013400
서울특별시,영등포구,영등포1동,1156090100
서울특별시,영등포구,영등포2동,1156090200
서울특별시,영등포구,영등포3동,1156090300
서울특별시,영등포구,당산1동,1156090400
서울특별시,영등포구,당산2동,1156090500
서울특별시,영등포구,도림1동,1156090600
서울특별시,영등포구,도림2동,1156090700
서울특별시,영등포구,문래1동,1156090800
서울특별시,영등포구,문래2동,1156090900
서울특별시,영등포구,양평1동,1156091000
서울특별시,영등포구,양평2동,1156091100
서울특별시,영등포구,신길1동,1156091200
서울특별시,영등포구,신길2동,1156091300
서울특별시,영등포구,신길3동,1156091400
서울특별시,영등포구,신길4동,1156091500
서울특별시,영등포구,신길5동,1156091600
서울특별시,영등포구,신길6동,1156091700
서울특별시,영등포구,신길7동,1156091800
서울특별시,영등포구,대림1동,1156091900
서울특별시,영등포구,대림2동,1156092000
서울특별시,영등포구,대림3동,1156092100
서울특별시,동작구,,1159000000
서울특별시,동작구,노량진동,1159010100
서울특별시,동작구,상도동,1159010200
서울특별시,동작구,상도1동,1159010300
서울특별시,동작구,본동,1159010400
서울특별시,동작구,흑석동,1159010500
서울특별시,동작구,동작동,1159010600
서울특별시,동작구,사당동,1159010700
서울특별시,동작구,대방동,1159010800
서울특별시,동작구,신대방동,1159010900
서울특별시,동작구,노량진1동,1159090100
서울특별시,동작구,노량진2동,1159090200
서울특별시,동작구,상도2동,1159090300
서울특별시,동작구,상도3동,1159090400
서울특별시,동작구,상도4동,1159090500
서울특별시,동작구,흑석1동,1159090600
서울특별시,동작구,흑석2동,1159090700
서울특별시,동작구,흑석3동,1159090800
서울특별시,동작구,사당1동,1159090900
서울특별시,동작구,사당2동,1159091000
서울특별시,동작구,사당3동,1159091100
서울특별시,동작구,사당4동,1159091200
서울특별시,동작구,신대방1동,1159091300
서울특별시,동작구,신대방2동,1159091400
서울특별시,관악구,,1162000000
서울특별시,관악구,대방동,1162000100
서울특별시,관악구,신대방동,1162000200
서울특별시,관악구,노량진동,1162000300
서울특별시,관악구,상도동,1162000400
서울특별시,관악구,본동,1162000500
서울특별시,관악구,흑석동,1162000600
서울특별시,관악구,동작동,1162000700
서울특별시,관악구,사당동,1162000800
서울특별시,관악구,방배동,1162000900
서울특별시,관악구,상도제1동,1162001000
서울특별시,관악구,봉천동,1162010100
서울특별시,관악구,신림동,1162010200
서울특별시,관악구,남현동,1162010300
서울특별시,관악구,봉천본동,1162090100
서울특별시,관악구,봉천1동,1162090200
서울특별시,관악구,봉천2동,1162090300
서울특별시,관악구,봉천3동,1162090400
서울특별시,관악구,봉천4동,1162090500
서울특별시,관악구,봉천5동,1162090600
서울특별시,관악구,봉천6동,1162090700
서울특별시,관악구,봉천7동,1162090800
서울특별시,관악구,봉천8동,1162090900
서울특별시,관악구,봉천9동,1162091000
서울특별시,관악구,봉천10동,1162091100
서울특별시,관악구,봉천11동,1162091200
서울특별시,관악구,신림본동,1162091300
서울특별시,관악구,신림1동,1162091400
서울특별시,관악구,신림2동,1162091500
서울특별시,관악구,신림3동,1162091600
서울특별시,관악구,신림4동,1162091700
서울특별시,관악구,신림5동,1162091800
서울특별시,관악구,신림6동,1162091900
서울특별시,관악구,신림7동,1162092000
서울특별시,관악구,신림8동,1162092100
서울특별시,관악구,신림9동,1162092200
서울특별시,관악구,신림10동,1162092300
서울특별시,관악구,신림11동,1162092400
서울특별시,서초구,,1165000000
서울특별시,서초구,개포동,1165000100
서울특별시,서초구,방배동,1165010100
서울특별시,서초구,양재동,1165010200
서울특별시,서초구,우면동,1165010300
서울특별시,서초구,원지동,1165010400
서울특별시,서초구,도곡동,1165010500
서울특별시,서초구,잠원동,1165010600
서울특별시,서초구,반포동,1165010700
서울특별시,서초구,서초동,1165010800
서울특별시,서초구,내곡동,1165010900
서울특별시,서초구,염곡동,1165011000
서울특별시,서초구,신원동,1165011100
서울특별시,서초구,역삼동,1165011200
서울특별시,서초구,신사동,1165011300
서울특별시,서초구,서초1동,1165090100
서울특별시,서초구,서초2동,1165090200
서울특별시,서초구,서초3동,1165090300
서울특별시,서초구,반포본동,1165090400
서울특별시,서초구,반포1동,1165090500
서울특별시,서초구,반포2동,1165090600
서울특별시,서초구,반포3동,1165090700
서울특별시,서초구,방배본동,1165090800
서울특별시,서초구,방배1동,1165090900
서울특별시,서초구,방배2동,1165091000
서울특별시,서초구,방배3동,1165091100
서울특별시,서초구,도곡1동,1165091200
서울특별시,서초구,도곡2동,1165091300
서울특별시,강남구,,1168000000
서울특별시,강남구,잠원동,1168000100
서울특별시,강남구,양재동,1168000200
서울특별시,강남구,원지동,1168000300
서울특별시,강남구,우면동,1168000400
서울특별시,강남구,염곡동,1168000500
서울특별시,강남구,내곡동,1168000600
서울특별시,강남구,신원동,1168000700
서울특별시,강남구,방배동,1168000800
서울특별시,강남구,하일동,1168000900
서울특별시,강남구,상일동,1168001000
서울특별시,강남구,명일동,1168001100
서울특별시,강남구,고덕동,1168001200
서울특별시,강남구,암사동,1168001300
서울특별시,강남구,천호동,1168001400
서울특별시,강남구,성내동,1168001500
서울특별시,강남구,풍납동,1168001600
서울특별시,강남구,길동,1168001700
서울특별시,강남구,둔촌동,1168001800
서울특별시,강남구,거여동,1168001900
서울특별시,강남구,마천동,1168002000
서울특별시,강남구,방이동,1168002100
서울특별시,강남구,이동,1168002200
서울특별시,강남구,오금동,1168002300
서울특별시,강남구,송파동,1168002400
서울특별시,강남구,석촌동,1168002500
서울특별시,강남구,가락동,1168002600
서울특별시,강남구,문정동,1168002700
서울특별시,강남구,잠실동,1168002800
서울특별시,강남구,신천동,1168002900
서울특별시,강남구,삼전동,1168003000
서울특별시,강남구,송금동,1168003100
서울특별시,강남구,장지동,1168003200
서울특별시,강남구,학동,1168003300
서울특별시,강남구,역삼동,1168010100
서울특별시,강남구,포이동,1168010200
서울특별시,강남구,개포동,1168010300
서울특별시,강남구,청담동,1168010400
서울특별시,강남구,삼성동,1168010500
서울특별시,강남구,대치동,1168010600
서울특별시,강남구,신사동,1168010700
서울특별시,강남구,논현동,1168010800
서울특별시,강남구,압구정동,1168011000
서울특별시,강남구,세곡동,1168011100
서울특별시,강남구,자곡동,1168011200
서울특별시,강남구,율현동,1168011300
서울특별시,강남구,일원동,1168011400
서울특별시,강남구,수서동,1168011500
서울특별시,강남구,반포동,1168011600
서울특별시,강남구,서초동,1168011700
서울특별시,강남구,도곡동,1168011800
서울특별시,강남구,압구정1동,1168090100
서울특별시,강남구,압구정2동,1168090200
서울특별시,강남구,청담1동,1168090300
서울특별시,강남구,청담2동,1168090400
서울특별시,강남구,삼성1동,1168090500
서울특별시,강남구,삼성2동,1168090600
서울특별시,강남구,대치1동,1168090700
서울특별시,강남구,대치2동,1168090800
서울특별시,강남구,대치3동,1168090900
서울특별시,강남구,대치4동,1168091000
서울특별시,강남구,역삼1동,1168091100
서울특별시,강남구,역삼2동,1168091200
서울특별시,강남구,도곡1동,1168091300
서울특별시,강남구,도곡2동,1168091400
서울특별시,강남구,개포1동,1168091500
서울특별시,강남구,개포2동,1168091600
서울특별시,강남구,개포3동,1168091700
서울특별시,강남구,개포4동,1168091800
서울특별시,송파구,,1171000000
서울특별시,송파구,잠실동,1171010100
서울특별시,송파구,신천동,1171010200
서울특별시,송파구,풍납동,1171010300
서울특별시,송파구,송파동,1171010400
서울특별시,송파구,석촌동,1171010500
서울특별시,송파구,삼전동,1171010600
서울특별시,송파구,가락동,1171010700
서울특별시,송파구,문정동,1171010800
서울특별시,송파구,장지동,1171010900
서울특별시,송파구,이동,1171011000
서울특별시,송파구,방이동,1171011100
서울특별시,송파구,오금동,1171011200
서울특별시,송파구,거여동,1171011300
서울특별시,송파구,마천동,1171011400
서울특별시,강동구,,1174000000
서울특별시,강동구,잠실동,1174000100
서울특별시,강동구,신천동,1174000200
서울특별시,강동구,풍납동,1174000300
서울특별시,강동구,송파동,1174000400
서울특별시,강동구,석촌동,1174000500
서울특별시,강동구,삼전동,1174000600
서울특별시,강동구,가락동,1174000700
서울특별시,강동구,문정동,1174000800
서울특별시,강동구,장지동,1174000900
서울특별시,강동구,방이동,1174001000
서울특별시,강동구,오금동,1174001100
서울특별시,강동구,거여동,1174001200
서울특별시,강동구,마천동,1174001300
서울특별시,강동구,이동,1174001400
서울특별시,강동구,명일동,1174010100
서울특별시,강동구,고덕동,1174010200
서울특별시,강동구,상일동,1174010300
서울특별시,강동구,하일동,1174010400
서울특별시,강동구,길동,1174010500
서울특별시,강동구,둔촌동,1174010600
서울특별시,강동구,암사동,1174010700
서울특별시,강동구,성내동,1174010800
서울특별시,강동구,천호동,1174010900
서울특별시,강동구,강일동,1174011000
